product_type,baseline_emission,product_emission,abatement_cost_per_tco2,project_lifetime_years,verification_cost_per_year,annual_steel_production_tonnes,willingness_to_pay_multiplier,customer_segment,allocation_method,volume_tonnes,export_market,premium_per_tonne_steel,premium_per_tCO2,total_premium_for_volume,co2_savings_per_t,amortized_abatement_per_t,amortized_verification_per_t,base_premium_per_t,segment_allocation_multiplier,total_multiplier,domestic_premium_per_t,carbon_price_export,free_allowance_factor,export_carbon_component
Other,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,1144.08,484.78,1144080.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,0.0,0.0,0.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),16484.08,6984.78,16484080.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,6500.0,0.0,15340.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,2217.88,939.78,2217880.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,650.0,0.3,1073.8
Other,2.36,0.0,3000,10,20000000,100000,1.2,construction,certificate,1000,Japan,1229.04,520.78,1229040.0,2.36,708.0,200.0,908.0,1.05,1.26,1144.08,180.0,0.8,84.96
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,Domestic,1253.04,530.95,1253040.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,0.0,0.0,0.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,EU (CBAM),16593.04,7030.95,16593040.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,6500.0,0.0,15340.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,South Korea,2326.84,985.95,2326840.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,650.0,0.3,1073.8
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,physical,1000,Japan,1338.0,566.95,1338000.0,2.36,708.0,200.0,908.0,1.15,1.38,1253.04,180.0,0.8,84.96
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,Domestic,1089.6,461.69,1089600.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,0.0,0.0,0.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,EU (CBAM),16429.6,6961.69,16429600.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,6500.0,0.0,15340.0
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,South Korea,2163.4,916.69,2163400.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,650.0,0.3,1073.8
Other,2.36,0.0,3000,10,20000000,100000,1.2,other,certificate,1000,Japan,1174.56,497.69,1174560.0,2.36,708.0,200.0,908.0,1.0,1.2,1089.6,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,1904.4,806.95,1904400.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),17244.4,7306.95,17244400.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,2978.2,1261.95,2978200.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,physical,1000,Japan,1989.36,842.95,1989360.0,2.36,1180.0,200.0,1380.0,1.38,1.38,1904.4,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,1656.0,701.69,1656000.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),16996.0,7201.69,16996000.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,2729.8,1156.69,2729800.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,automotive,certificate,1000,Japan,1740.96,737.69,1740960.0,2.36,1180.0,200.0,1380.0,1.2,1.2,1656.0,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,Domestic,1666.35,706.08,1666350.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,EU (CBAM),17006.35,7206.08,17006350.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,South Korea,2740.15,1161.08,2740150.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,physical,1000,Japan,1751.31,742.08,1751310.0,2.36,1180.0,200.0,1380.0,1.208,1.208,1666.35,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,1449.0,613.98,1449000.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),16789.0,7113.98,16789000.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,2522.8,1068.98,2522800.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,construction,certificate,1000,Japan,1533.96,649.98,1533960.0,2.36,1180.0,200.0,1380.0,1.05,1.05,1449.0,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,Domestic,1587.0,672.46,1587000.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),16927.0,7172.46,16927000.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,South Korea,2660.8,1127.46,2660800.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,physical,1000,Japan,1671.96,708.46,1671960.0,2.36,1180.0,200.0,1380.0,1.15,1.15,1587.0,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,Domestic,1380.0,584.75,1380000.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),16720.0,7084.75,16720000.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,South Korea,2453.8,1039.75,2453800.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.0,other,certificate,1000,Japan,1464.96,620.75,1464960.0,2.36,1180.0,200.0,1380.0,1.0,1.0,1380.0,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,2094.84,887.64,2094840.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),17434.84,7387.64,17434840.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,3168.64,1342.64,3168640.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,physical,1000,Japan,2179.8,923.64,2179800.0,2.36,1180.0,200.0,1380.0,1.38,1.518,2094.84,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,1821.6,771.86,1821600.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),17161.6,7271.86,17161600.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,2895.4,1226.86,2895400.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,1906.56,807.86,1906560.0,2.36,1180.0,200.0,1380.0,1.2,1.32,1821.6,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,Domestic,1832.99,776.69,1832985.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),17172.99,7276.69,17172985.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,South Korea,2906.78,1231.69,2906785.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,physical,1000,Japan,1917.95,812.69,1917945.0,2.36,1180.0,200.0,1380.0,1.208,1.328,1832.99,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,1593.9,675.38,1593900.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),16933.9,7175.38,16933900.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,2667.7,1130.38,2667700.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,construction,certificate,1000,Japan,1678.86,711.38,1678860.0,2.36,1180.0,200.0,1380.0,1.05,1.155,1593.9,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,Domestic,1745.7,739.7,1745700.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),17085.7,7239.7,17085700.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,South Korea,2819.5,1194.7,2819500.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,physical,1000,Japan,1830.66,775.7,1830660.0,2.36,1180.0,200.0,1380.0,1.15,1.265,1745.7,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,Domestic,1518.0,643.22,1518000.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),16858.0,7143.22,16858000.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,South Korea,2591.8,1098.22,2591800.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.1,other,certificate,1000,Japan,1602.96,679.22,1602960.0,2.36,1180.0,200.0,1380.0,1.0,1.1,1518.0,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,2285.28,968.34,2285280.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),17625.28,7468.34,17625280.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,3359.08,1423.34,3359080.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,physical,1000,Japan,2370.24,1004.34,2370240.0,2.36,1180.0,200.0,1380.0,1.38,1.656,2285.28,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,Domestic,1987.2,842.03,1987200.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,EU (CBAM),17327.2,7342.03,17327200.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,South Korea,3061.0,1297.03,3061000.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,automotive,certificate,1000,Japan,2072.16,878.03,2072160.0,2.36,1180.0,200.0,1380.0,1.2,1.44,1987.2,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,Domestic,1999.62,847.3,1999620.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,EU (CBAM),17339.62,7347.3,17339620.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,South Korea,3073.42,1302.3,3073420.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,physical,1000,Japan,2084.58,883.3,2084580.0,2.36,1180.0,200.0,1380.0,1.208,1.449,1999.62,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,Domestic,1738.8,736.78,1738800.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,EU (CBAM),17078.8,7236.78,17078800.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,South Korea,2812.6,1191.78,2812600.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,construction,certificate,1000,Japan,1823.76,772.78,1823760.0,2.36,1180.0,200.0,1380.0,1.05,1.26,1738.8,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,physical,1000,Domestic,1904.4,806.95,1904400.0,2.36,1180.0,200.0,1380.0,1.15,1.38,1904.4,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,physical,1000,EU (CBAM),17244.4,7306.95,17244400.0,2.36,1180.0,200.0,1380.0,1.15,1.38,1904.4,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,physical,1000,South Korea,2978.2,1261.95,2978200.0,2.36,1180.0,200.0,1380.0,1.15,1.38,1904.4,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,physical,1000,Japan,1989.36,842.95,1989360.0,2.36,1180.0,200.0,1380.0,1.15,1.38,1904.4,180.0,0.8,84.96
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,certificate,1000,Domestic,1656.0,701.69,1656000.0,2.36,1180.0,200.0,1380.0,1.0,1.2,1656.0,0.0,0.0,0.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,certificate,1000,EU (CBAM),16996.0,7201.69,16996000.0,2.36,1180.0,200.0,1380.0,1.0,1.2,1656.0,6500.0,0.0,15340.0
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,certificate,1000,South Korea,2729.8,1156.69,2729800.0,2.36,1180.0,200.0,1380.0,1.0,1.2,1656.0,650.0,0.3,1073.8
Other,2.36,0.0,5000,10,20000000,100000,1.2,other,certificate,1000,Japan,1740.96,737.69,1740960.0,2.36,1180.0,200.0,1380.0,1.0,1.2,1656.0,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,physical,1000,Domestic,2555.76,1082.95,2555760.0,2.36,1652.0,200.0,1852.0,1.38,1.38,2555.76,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,physical,1000,EU (CBAM),17895.76,7582.95,17895760.0,2.36,1652.0,200.0,1852.0,1.38,1.38,2555.76,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,physical,1000,South Korea,3629.56,1537.95,3629560.0,2.36,1652.0,200.0,1852.0,1.38,1.38,2555.76,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,physical,1000,Japan,2640.72,1118.95,2640720.0,2.36,1652.0,200.0,1852.0,1.38,1.38,2555.76,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,certificate,1000,Domestic,2222.4,941.69,2222400.0,2.36,1652.0,200.0,1852.0,1.2,1.2,2222.4,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,certificate,1000,EU (CBAM),17562.4,7441.69,17562400.0,2.36,1652.0,200.0,1852.0,1.2,1.2,2222.4,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,certificate,1000,South Korea,3296.2,1396.69,3296200.0,2.36,1652.0,200.0,1852.0,1.2,1.2,2222.4,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,automotive,certificate,1000,Japan,2307.36,977.69,2307360.0,2.36,1652.0,200.0,1852.0,1.2,1.2,2222.4,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,physical,1000,Domestic,2236.29,947.58,2236290.0,2.36,1652.0,200.0,1852.0,1.208,1.208,2236.29,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,physical,1000,EU (CBAM),17576.29,7447.58,17576290.0,2.36,1652.0,200.0,1852.0,1.208,1.208,2236.29,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,physical,1000,South Korea,3310.09,1402.58,3310090.0,2.36,1652.0,200.0,1852.0,1.208,1.208,2236.29,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,physical,1000,Japan,2321.25,983.58,2321250.0,2.36,1652.0,200.0,1852.0,1.208,1.208,2236.29,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,certificate,1000,Domestic,1944.6,823.98,1944600.0,2.36,1652.0,200.0,1852.0,1.05,1.05,1944.6,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,certificate,1000,EU (CBAM),17284.6,7323.98,17284600.0,2.36,1652.0,200.0,1852.0,1.05,1.05,1944.6,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,certificate,1000,South Korea,3018.4,1278.98,3018400.0,2.36,1652.0,200.0,1852.0,1.05,1.05,1944.6,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,construction,certificate,1000,Japan,2029.56,859.98,2029560.0,2.36,1652.0,200.0,1852.0,1.05,1.05,1944.6,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,physical,1000,Domestic,2129.8,902.46,2129800.0,2.36,1652.0,200.0,1852.0,1.15,1.15,2129.8,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,physical,1000,EU (CBAM),17469.8,7402.46,17469800.0,2.36,1652.0,200.0,1852.0,1.15,1.15,2129.8,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,physical,1000,South Korea,3203.6,1357.46,3203600.0,2.36,1652.0,200.0,1852.0,1.15,1.15,2129.8,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,physical,1000,Japan,2214.76,938.46,2214760.0,2.36,1652.0,200.0,1852.0,1.15,1.15,2129.8,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,certificate,1000,Domestic,1852.0,784.75,1852000.0,2.36,1652.0,200.0,1852.0,1.0,1.0,1852.0,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,certificate,1000,EU (CBAM),17192.0,7284.75,17192000.0,2.36,1652.0,200.0,1852.0,1.0,1.0,1852.0,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,certificate,1000,South Korea,2925.8,1239.75,2925800.0,2.36,1652.0,200.0,1852.0,1.0,1.0,1852.0,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.0,other,certificate,1000,Japan,1936.96,820.75,1936960.0,2.36,1652.0,200.0,1852.0,1.0,1.0,1852.0,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,physical,1000,Domestic,2811.34,1191.24,2811336.0,2.36,1652.0,200.0,1852.0,1.38,1.518,2811.34,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,physical,1000,EU (CBAM),18151.34,7691.24,18151336.0,2.36,1652.0,200.0,1852.0,1.38,1.518,2811.34,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,physical,1000,South Korea,3885.14,1646.24,3885136.0,2.36,1652.0,200.0,1852.0,1.38,1.518,2811.34,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,physical,1000,Japan,2896.3,1227.24,2896296.0,2.36,1652.0,200.0,1852.0,1.38,1.518,2811.34,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,certificate,1000,Domestic,2444.64,1035.86,2444640.0,2.36,1652.0,200.0,1852.0,1.2,1.32,2444.64,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,certificate,1000,EU (CBAM),17784.64,7535.86,17784640.0,2.36,1652.0,200.0,1852.0,1.2,1.32,2444.64,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,certificate,1000,South Korea,3518.44,1490.86,3518440.0,2.36,1652.0,200.0,1852.0,1.2,1.32,2444.64,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,automotive,certificate,1000,Japan,2529.6,1071.86,2529600.0,2.36,1652.0,200.0,1852.0,1.2,1.32,2444.64,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,physical,1000,Domestic,2459.92,1042.34,2459919.0,2.36,1652.0,200.0,1852.0,1.208,1.328,2459.92,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,physical,1000,EU (CBAM),17799.92,7542.34,17799919.0,2.36,1652.0,200.0,1852.0,1.208,1.328,2459.92,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,physical,1000,South Korea,3533.72,1497.34,3533719.0,2.36,1652.0,200.0,1852.0,1.208,1.328,2459.92,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,physical,1000,Japan,2544.88,1078.34,2544879.0,2.36,1652.0,200.0,1852.0,1.208,1.328,2459.92,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,certificate,1000,Domestic,2139.06,906.38,2139060.0,2.36,1652.0,200.0,1852.0,1.05,1.155,2139.06,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,certificate,1000,EU (CBAM),17479.06,7406.38,17479060.0,2.36,1652.0,200.0,1852.0,1.05,1.155,2139.06,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,certificate,1000,South Korea,3212.86,1361.38,3212860.0,2.36,1652.0,200.0,1852.0,1.05,1.155,2139.06,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,construction,certificate,1000,Japan,2224.02,942.38,2224020.0,2.36,1652.0,200.0,1852.0,1.05,1.155,2139.06,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,physical,1000,Domestic,2342.78,992.7,2342780.0,2.36,1652.0,200.0,1852.0,1.15,1.265,2342.78,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,physical,1000,EU (CBAM),17682.78,7492.7,17682780.0,2.36,1652.0,200.0,1852.0,1.15,1.265,2342.78,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,physical,1000,South Korea,3416.58,1447.7,3416580.0,2.36,1652.0,200.0,1852.0,1.15,1.265,2342.78,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,physical,1000,Japan,2427.74,1028.7,2427740.0,2.36,1652.0,200.0,1852.0,1.15,1.265,2342.78,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,certificate,1000,Domestic,2037.2,863.22,2037200.0,2.36,1652.0,200.0,1852.0,1.0,1.1,2037.2,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,certificate,1000,EU (CBAM),17377.2,7363.22,17377200.0,2.36,1652.0,200.0,1852.0,1.0,1.1,2037.2,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,certificate,1000,South Korea,3111.0,1318.22,3111000.0,2.36,1652.0,200.0,1852.0,1.0,1.1,2037.2,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.1,other,certificate,1000,Japan,2122.16,899.22,2122160.0,2.36,1652.0,200.0,1852.0,1.0,1.1,2037.2,180.0,0.8,84.96
Other,2.36,0.0,7000,10,20000000,100000,1.2,automotive,physical,1000,Domestic,3066.91,1299.54,3066912.0,2.36,1652.0,200.0,1852.0,1.38,1.656,3066.91,0.0,0.0,0.0
Other,2.36,0.0,7000,10,20000000,100000,1.2,automotive,physical,1000,EU (CBAM),18406.91,7799.54,18406912.0,2.36,1652.0,200.0,1852.0,1.38,1.656,3066.91,6500.0,0.0,15340.0
Other,2.36,0.0,7000,10,20000000,100000,1.2,automotive,physical,1000,South Korea,4140.71,1754.54,4140712.0,2.36,1652.0,200.0,1852.0,1.38,1.656,3066.91,650.0,0.3,1073.8
Other,2.36,0.0,7000,10,20000000,100000,1.2,automotive,physical,1000,Japan,3151.87,1335.54,3151872.0,2.36,1652.0,200.0,1852.0,1.38,1.656,3066.91,180.0,0.8,84.96
